AC No,Booth,Caste,Count,Category
80,297,Kayastha,37.02105,GEN
80,297,Mahishya,27.45556,GEN
80,297,Muslim,34,Muslim
80,297,Namasudra,334.8434,SC
80,297,Napit,0.6,SC
80,297,Paundra,55.18,SC
80,297,Purvanchali,24,GEN
80,297,Rajbongshi,3.5,SC
80,297,Santhal,5,ST
80,297,Sunri,4.2,SC
80,298,Baniya,9.8,GEN
80,298,Bhumij,84.6,ST
80,298,Brahmin,90.9,GEN
80,298,Hari,15,SC
80,298,Karmakar,5,SC
80,298,Kayastha,165.2526,GEN
80,298,Kumor,4.2,GEN
80,298,Mahishya,93.82222,GEN
80,298,Muslim,10,Muslim
80,298,Namasudra,303.5051,SC
80,298,Napit,6.6,SC
80,298,Paundra,87.42,SC
80,298,Purvanchali,47.7,GEN
80,298,Rajbongshi,82,SC
80,298,Sadgope,2.8,OBC
80,298,Sunri,18.7,SC
80,298,Teli,7.7,OBC
80,298,Yadav,9,OBC
80,299,Bagdi,6,SC
80,299,Baniya,2,GEN
80,299,Bhumij,4.2,ST
80,299,Brahmin,70.4,GEN
80,299,Hari,3,SC
80,299,Karmakar,1,SC
80,299,Kayastha,164.7684,GEN
80,299,Kumor,1.2,GEN
80,299,Mahishya,78.72222,GEN
80,299,Muslim,1,Muslim
80,299,Namasudra,23.86936,SC
80,299,Napit,0.6,SC
80,299,Paundra,9.34,SC
80,299,Purvanchali,5.9,GEN
80,299,Rajbongshi,99,SC
80,299,Sadgope,26.4,OBC
80,299,Sunri,2.5,SC
80,299,Teli,2.5,OBC
80,299,Yadav,79.6,OBC
80,300,Baniya,26.9,GEN
80,300,Bhumij,0.3,ST
80,300,Brahmin,136.4,GEN
80,300,Dhobi,6,SC
80,300,Hari,1,SC
80,300,Kayastha,146.9684,GEN
80,300,Kumor,22.2,GEN
80,300,Mahishya,58.95556,GEN
80,300,Muslim,3,Muslim
80,300,Namasudra,114.816,SC
80,300,Napit,3,SC
80,300,Paundra,18.96,SC
80,300,Purvanchali,20.1,GEN
80,300,Rajbongshi,114.5,SC
80,300,Sadgope,12,OBC
80,300,Sunri,22.6,SC
80,300,Sutradhar,1,OBC
80,300,Tanti,0.8,OBC
80,300,Teli,7.1,OBC
80,300,Yadav,42.4,OBC
80,301,Bhumij,3.6,ST
80,301,Brahmin,8.8,GEN
80,301,Hari,4,SC
80,301,Karmakar,3,SC
80,301,Kayastha,14.45263,GEN
80,301,Mahishya,10.31111,GEN
80,301,Muslim,626,Muslim
80,301,Namasudra,37.73626,SC
80,301,Napit,0.6,SC
80,301,Paundra,6.8,SC
80,301,Rajbongshi,1.5,SC
80,301,Sadgope,1.8,OBC
80,301,Sunri,2,SC
80,301,Teli,2,OBC
80,301,Yadav,5.4,OBC
80,302,Brahmin,6,GEN
80,302,Hari,13,SC
80,302,Kayastha,11.6,GEN
80,302,Mahishya,2.4,GEN
80,302,Muslim,491,Muslim
80,302,Namasudra,67,SC
80,302,Napit,2.2,SC
80,302,Paundra,3,SC
80,302,Sadgope,0.2,OBC
80,302,Yadav,0.6,OBC
80,303,Brahmin,9.5,GEN
80,303,Hari,4,SC
80,303,Karmakar,8,SC
80,303,Kayastha,336.5553,GEN
80,303,Kumor,21.6,GEN
80,303,Mahishya,114.5444,GEN
80,303,Namasudra,30.95029,SC
80,303,Paundra,4,SC
80,303,Purvanchali,285.85,GEN
80,303,Rajbongshi,1,SC
80,303,Sunri,10,SC
80,303,Teli,10,OBC
80,303,Yadav,7,OBC
80,304,Bagdi,12,SC
80,304,Brahmin,22.2,GEN
80,304,Kayastha,69.3,GEN
80,304,Mahishya,10,GEN
80,304,Namasudra,148,SC
80,304,Paundra,8,SC
80,304,Purvanchali,348.5,GEN
80,305,Baniya,9.3,GEN
80,305,Brahmin,26.1,GEN
80,305,Kayastha,207.2,GEN
80,305,Mahishya,10,GEN
80,305,Namasudra,2,SC
80,305,Purvanchali,0.4,GEN
80,305,Rajbongshi,0.5,SC
80,305,Sadgope,191.2,OBC
80,305,Sunri,0.7,SC
80,305,Yadav,573.6,OBC
80,306,Bagdi,1.2,SC
80,306,Baniya,3,GEN
80,306,Brahmin,37,GEN
80,306,Karmakar,3,SC
80,306,Kayastha,139.5947,GEN
80,306,Mahishya,81.2,GEN
80,306,Muslim,126,Muslim
80,306,Namasudra,171.5053,SC
80,306,Napit,0.6,SC
80,306,Paundra,1.2,SC
80,306,Purvanchali,0.9,GEN
80,306,Rajbongshi,4,SC
80,306,Sadgope,17.2,OBC
80,306,Yadav,51.6,OBC
80,306,baishya,25,GEN
80,307,Bagdi,17.4,SC
80,307,Baniya,10,GEN
80,307,Brahmin,39.9,GEN
80,307,Hari,15,SC
80,307,Kayastha,86.9,GEN
80,307,Mahishya,26.1,GEN
80,307,Muslim,239,Muslim
80,307,Namasudra,43.6,SC
80,307,Napit,2.4,SC
80,307,Paundra,13.7,SC
80,307,Purvanchali,2.1,GEN
80,307,Rajbongshi,10.5,SC
80,307,Sadgope,26.6,OBC
80,307,Yadav,79.8,OBC
80,307,baishya,12,GEN
80,308,Baniya,30.5,GEN
80,308,Bhumij,0.3,ST
80,308,Brahmin,29.9,GEN
80,308,Hari,5,SC
80,308,Karmakar,37,SC
80,308,Kayastha,271.6684,GEN
80,308,Mahishya,170.6,GEN
80,308,Namasudra,341.4116,SC
80,308,Paundra,15.22,SC
80,308,Purvanchali,46.2,GEN
80,308,Rajbongshi,5.5,SC
80,308,Sadgope,10.8,OBC
80,308,Sunri,21,SC
80,308,Teli,17.5,OBC
80,308,Yadav,32.4,OBC
80,309,Bagdi,0.2,SC
80,309,Brahmin,63.1,GEN
80,309,Kayastha,105.3316,GEN
80,309,Mahishya,12.93333,GEN
80,309,Nai,1,OBC
80,309,Namasudra,422.3951,SC
80,309,Paundra,0.24,SC
80,309,Purvanchali,13,GEN
80,309,Rajbongshi,52,SC
80,309,Sadgope,0.2,OBC
80,309,Yadav,0.6,OBC
